TTFB,FCP,LCP,FID,CLS
9.459999993850943,128.88999999995576,228.649,2.059999998891726,0
99.37499999796273,214.84000000054948,364.484,104.7000000035041,0
2.719999996770639,77.64999999926658,177.419,0.34500000037951395,0
2.710000000661239,61.24999999883585,144.444,0.7299999997485429,0
2.260000001115259,62.27000000217231,145.459,0.44999999954598024,0
2.3549999968963675,62.59499999578111,145.674,0.3549999964889139,0
1.3400000025285408,55.65000000206055,155.404,0.6550000034621917,0
2.3599999985890463,51.48499999631895,151.239,0.37000000156695023,0
2.630000002682209,53.140000003622845,152.91,0.48999999853549525,0
1.790000002074521,45.6800000029034,128.815,0.43000000005122274,0
1.8550000022514723,54.98500000248896,138.12,0.4800000024260953,0
2.6250000009895302,56.55999999726191,156.32,0.6100000027799979,0
2.555000006395858,56.78000000625616,156.545,0.4450000051292591,0
2.8649999949266203,47.0149999964633,146.774,0.4650000046240166,0
1.9399999946472235,51.579999999376014,151.344,0.5249999958323315,0
1.6049999976530671,52.21500000334345,135.345,0.4850000041187741,0
2.795000000332948,47.21500000596279,147.03,0.5200000014156103,0
1.5399999974761158,41.6099999929429,124.744,0.5400000009103678,0
1.304999997955747,118.34000000089873,118.34,0.7100000002537854,0
2.10499999957392,45.46000000118511,134.969,7.215000005089678,0

